[['el verdadero: Si caigo yo caen todos.', '  ', 'bersatu kita teguh bercerai satu kita runtuh ', 'Ellas compiten, ellos se divierten', 'sc mnh tnh bn', 'bengekk', '', 'matra ; kiri kanan kiri kanan', '1 orang bisa menghabat kerja sama', 'baca nama gue'],
['Meow meow meow meow MEOW', 'the cup did break', 'Meow meow meo Meow meow DONT DO IT meow', 'Ur gf looks Kinda Like alessandra', 'me be like', b"that's crazy!", 'NATHAN!!! ', 'how to get sidequest', 'HAVE', '@Isaac yo'],
['HE HELD IT STRAIGHT AFTER', "it's his first day ..give him a break ", "this is lowkey one of the best ones I've seen lmao", 'The way he turned lol ', 'I had the same face when my dad told that too', 'I keep watching it over and over...and laugh a little harder each time ', 'Cat went: Oh my bad homie', 'He said oh yeah ight', 'He cannot work under this pressure', '"I\'m trying, don\'t yell at me" '],
['    ', '  ', 'Justin Bieber!!', 'Not me singing along with it ', 'I LOVE THIS ', 'wow!', 'Awesome', 'MEMORIES', 'this song ', "Justin Bieber won't leave my fyp TvT"],
['Her brother has zero facial expressions', ' lifes sure fascinating', '7"10 would make him the tallest American in History.', "it's all about the angles", 'You Said you were 6 foot 3 like 5 months ago', "dont be lied to, the girl is 6'2", 'The brother is prob 67 or smth and I doubt she is taller than Jokic or Giannis', 'In his profile it says 6 10 so that means your 63', 'hey', 'ELVIS VIBES'],
['bruh the last one killed me!!!', '@Bogdan IBMFamily incerca neaparat cu @Danu Vlogs', 'The magic stairs ', 'hands down the funniest ', 'i need more if this', 'Esa estubo chida ', 'early', 'Buddy did it to Steve jobbs', '', ' !)'],
['PanzerShrek says thank you /100', 'The sound', 'Asmr', '2 pls', 'glicth', 'glitch', 'sidermon', 'Oh yes !!', '', 'anime please'],
['Water', 'R.I.P.', 'rip', 'Sauce?', 'grandma says she did this more often when was young', '@IShowSpeed very funny', 'grandma woke up and decided to choose violence', 'super man', 'me wwn i go ultra instinct', 'toooo babooo'],
['ayoooooo that 100 sun got him geeking', 'w song ', 'My honest reaction: ', '@peashooter this you?', 'is this real?', 'watery graves on top', 'this is so real', 'CONGRATULATIONS ON 800k!!!!!!', 'Yes', 'Me after getting a extra chicken nugget at McDonalds:'],
['where did you get the pen?', 'wow I will ty it tyyy', 'pov you have an android', 'I have android', '*cries in android*', 'Which iPad is that', 'hi what ipad is that', 'crying in android-', 'step one: get an ipad', 'Another reason i want an ipad'],
['suicidal? bmmfyhg why?', 'shes sucks ngl', 'Well its my turn pops get pwuigapupicuikavikabbpumpit cutsscatz munzy', 'kinda ass', 'Beatbox in 2023 is sad 7 year old me can do better', 'She was def the weird kid in school', 'WELL ITS MY TURN POPS GET BIGIBLIGIGBLIGIBLIGBLIGIBLI', 'Get yoru burger ass out of here ', 'Its not good', 'you suicidal? you suicidal'],
['part2', '3 Part please ', 'let', 'still have alot of work', 'y love Honda', 'how did you get that bike?', 'Part two Wayne', 'What was the liquid you put on the gas tank?', 'what is your paint remover', 'nice 1 cylinder'],
['Is anyone else here from the ok Gordon Ramsay', 'Not me trying to find the comment', 'I was so into the video that I forgot it was Gordon Ramsay cooking ', 'Show them how its done ', 'this guy should be a chef he pretty good', 'But the real challenge is: Eating it without everything falling apart.', 'WHERE IS THE LAMB SAAAUUUUCE ?', 'Gordon Ramsay should hire you', 'yall are so funny.', 'ok Gordon ramsay'],
['but my teacher told to me hit the cluch first', '      ', "that's the exact opposite of what the driver instructor's says.", "This is why I drive automatics, don't need to think about stuff like this while I'm driving and watching tik tok videos", 'If u press the clutch first its going to speed up ! Thats why first break slowly and then press clutch till reboot. Once understood that its easy', '      ', 'It has worked for me the past 24 years, I am mot changing it now', 'My husband told me this last week. It takes time but Im managing this new way of stopping the car ', '          ', '    3       '],
['lol', ' cng qua', ' I love cats', 'BN VN KHE CH??', 'hehehehe ', 'Cng qua', 'khp gh', 'wow', 'Cng d  tr', 'cuteee'],
['I miss it sm', 'I miss new york', 'New York City The most beatiful city of th', 'miss you america', 'Astounding', 'I wanna live there so baddd', 'love New York', 'Glad it takes 40 mins for me to go to Manhattan.. just by crossing the bridge of Geroge Washington', 'my dream ', 'Def FOLLOW !!! Wow'],
['liverpool fans crying rn', 'perdn por venderte en el FIFA ', 'Me encanta la nueva equipacin', 'Bellingham i Got You On fifa Mobile', 'giving him number 5 is outrageous', 'could of came to spurs', 'Im sorry but to me this looks like a transfer thats going to fail', 'RONALDO NEED TO COME BACK', 'People comparing him to zidane after like 4 years of being known is criminally insane', '@M tt actually stalking me'],
["1960's is just your a princess", 'Wait why can you actually pull off all of them though', 'Como puede ser que en todas se vea bien. _.', 'soy el unico que piensa que el de 1960 la queda genial?', 'me enamor ', 'i did not just confused you with Mikayla campinos', 'dios con cualquier pelo est preciosa ', 'Love this tbh', 'Ni con un milln de peinados usted sigue siendo hermosa', 'le quedan todos bien '],
['You know where i come from we use water for ice cubes', '"bro you got ice cubes?"\n"yeah bro, what flavor?"', '"hey bro can I have some ice. what\'s flavor? "', 'why cant you just make normal ice ', 'man I aint ever seen seasoned ice', "don't u think that's too much chia seeds for each ice cubes?.. ", 'back in my days we just used 1 ice tray and just water', 'Bro called me poor in ice language ', 'Guys, I think she likes ice', 'i love ice '],
['si tuviera el pelo as me aria todo', 'how do you make your hair so smooth', 'Y yo con mi cabello rizado y todo tieso por ms que lo cuido ', 'tengo todo ahora solo me falta tener su cabello', 'que peinado ni peinado , decime como hago para tener el pelo asiiiiiii', 'Vale ya tengo el tutorial ahora necesito la paciencia', 'Yo con mi pelo tieso', 'yo dndome cuenta que ni para peinarme sirvo ', 'different hair different results', 'lo primero sera tener ese cabello '],
['this is serious', 'Slayyyyyyyyy', 'a ayo', 'Paid actor', 'Stanley really dances for real', 'Lol cat', 'yes', '@bagsraff no way', 'Me tho', 'what !!!'],
['@nik WHAT', 'With', '  ...', '@talea was???!!!!!', '@lilo omgomg', 'finally', '8 years ...', 'Yet for them in the show it was 9 months ', 'Im still at "SHE IS JUST A FRIEND"', '@L :) WHAT?'],
['Not me thinking it was @Valerie Lepelch', '3rd girl?', 'its @Princess Amelia', "it's Ella noel rite", "Nevada I think, bc they've been hanging out a lot lately", 'Yall need to look at the ending', "no it's him", 'navada bro', 'ya bro has new girl each day', 'Thought its was princess amilia'],
['remind meee', "can only imagine how smelly that's going to be ", 'THG ME WHEN THE BABY COW COMESS', 'remind me', 'Please update me', 'Plsss someone remind me!!', 'Part 2 please', 'remind.', 'Remind me please', 'People are doing too much like a cow in the house be fr'],
['samsung forever', 'how much', 'need one', 'never compare iphone to Samsung ', 'woooooo', 'price', 'how much', 'I would have to have this for my business', 'hw much is it', 'wooow'],
['      ', '  ', '', 'OMG', '  ', '  ', 'ive done this it feels so good bc u know u can get away fast enough ', '', '@Inosuke aha xD', ' '],
['good thinking', 'i want one', 'omg', 'Omg love', 'WOW', '', 'big brain ', '@baldiback abi dikkatli Bak', 'apoco si tilin', 'wow'],
["i can't any longer!! ", 'funny ', 'side eye ', 'bro the last 1 ', 'Those eyes on the cat that smells the foot was it for me', 'hi', 'DOG:BOMBASTIC SIDE EYE CRIMINAL OFFENSIVE SIDE EYE', 'the orange cat carried him away ', 'that was good , happy fourth', 'Last cat gave side eye'],
['why will i go through that stress just to eat my fruits', 'did u have to use 5 glasses..just to pour all in one bowl?', 'just wasting nice watermelon', 'I did like the...the.. the fruits', 'I saw 3 mellons ', 'looks goood', 'why you dont add the nice from the watermelon in that jelly thing ?', 'Grande idea great idea', 'part2', 'Just put the fruit in directly why use 16 other little bowls.'],
['Do i look like billioner?', 'los diseadores que tomaron clases online', 'alucinante y con las paredes como portales a otra dimensin o a otras partes de la casa!!!!', 'lo que es tener dinero ', 'Why do they always block the window', 'yo tmb puedo traspasar paredes jajaja', 'cuando cumplan 15 ya se acab por altura', 'whole room for the low price of 800,000', 'I feel like this one would actually be cool lmao', 'cmo hago para se se queden con 8 aos por unos 10 aos as no crecen'],
['the only history class i need', 'THE ONE PIECE IS REAL', 'impossible....', 'Q teacher', 'How can I join', 'bro ich muss da hin', '@Lure :0', 'If youre one piece guy, you gasp like me', "gol d Roger's treasure", 'I believe in..'],
['Always ', 'HI', 'Thats my birthday', 'REAL', 'early', 'FIRST', 'reply', 'Fr fr!', 'one time i went with my friend to get chips for our class and they literally said that they were expired like what', 'THANK YOU!'],
['Name 3 nirvana songs', 'How many sibling do you have I have 21 lol', ' so cute', 'Loud house ah video', 'HI', 'CAN YALL PLS FOLLOW MY ACC I WILL START POSTING SOON I WANNA GROW AND GO LIVE N ALL TYSM<33', "the 2nd one didn't even touch her hair", 'I am wearing the exact same pants as those to little kids!!!!!!!!', 'Hello', 'Can you decide? No way'],
["What's the name of this show", 'battleship', 'Bro I love Dora exploring Russia', 'Water World War Z. One of my favorites.', "don't care what anyone says, Ioved this movie", 'Sharknado, great movie.', 'Debbie does Dallas, all time clasic', "I had to start laughing you're in a submarine and you duck??????", 'Das Boot best movie', 'Great movie.'],
['i need this', 'when i press the brake 1st. i can feel the buk buk buk', 'water', 'Clutch first on emergency braking so that you do not lose control of the m/vehicle', "if you're new that may be the right way to do it", 'Depends if we are rolling or coming to a complete stop', 'Chair', "when I'm stopping I just throw it into neutral", 'Got a little distracted with those dr eggman shoes ', 'shift into neutral and just use the brake'],
['Giants causway is actually in nothern Ireland', 'ive been to giants causeway b4 its rly nice there', 'Wheres tallaght', 'i live in Ireland !! ', "I've been waiting for ireland", '@trinity @Lily i forgot which one of u is dirty irish but here', 'I am from Ireland', 'Love it its so majestic so happens I live in ireland its so beautiful', 'from the clips, looks like another planet. beautiful though', 'Giants Causeway is in Northern Ireland'],
['Anytime I hear this song', '@Gissel_11 nosotras jugando', 'The best keeper', '@JuanSGuarnizo eres tu bro? ', 'que nios', 'i just love the goalkeeper ', 'Better than kane', '"siempre espera lo inesperado "', 'suy el', 'los fans de cr7'],
['He made amind', '@hazelnutpuff.86 jill Vs tomat', 'DAMN.', 'Im the same as the sister though', 'She is like my sister ', 'RESPECT', 'She will a better mom', 'me and brother', 'Tough love', 'Big Sis is like a second mother '],
['Cute', 'Brilliant!!! ', 'Love this!!!!', 'awww', 'Hii', 'Omg', 'aww ', 'So smart', 'the b world', 'yuh'],
['stress out! is it real? I thought acting or prank.', 'The Girls ', 'Sly ', 'la que le gusta', 'running like a ninja ', 'foloving fliz', 'corre,corre corazon...', '@ashanel song  tan t .', 'zilong', 'nuca lo olvides'],
['Omg yes', 'GUYS!! WATCH THE NOT ENOUGH NELSONS VID!! EVERYTHINGS EXPLAINED THERE', 'I love your video.', 'So no hawaii??????', 'Early?', 'EARLYYY', 'Yay', 'EARLYY', 'Yayyy', 'First'],
['yes', 'Where can I find this thinks', ' can I have some', 'Mike Tyson ', 'me pls', 'yes', 'i want the the claw knife', 'Of course I want one', 'I want 1', 'can i have the ring please'],
['Why is the search submarine found', 'why did it fall on beat ', 'WHY IS THE SEARCH ABOUT THE SUBMARINE??', 'i volunteer at a cat rescue and we all say that kittens are made of rubber bands lol', 'HELP', 'MY JAW DROPPED ', 'Poor baby ', '@Mya me when I see Jonas at the top of the stairs', 'How many times have you watched this? Me: yes ', 'And before you can even check and love on them theyre off doing the next bone head thing'],
['', '', '', '', '', '', '', '', '', ''],
['Superb!', 'A gift from nature', 'wow ', 'Beautiful ', 'Love it', 'wowwww...amazing..', 'nice', 'beautiful', 'beautiful', 'beautiful '],
['6', 'God damn.', 'beautiful', 'Hi annie', 'Sweetie', 'gorgeous', 'Damn', 'wow', 'wow', 'gorgeous'],
['like it', 'Knock', 'dude was sending jabs and upper cuts but the duck was headed for the knock out by tickles', "I'm crying ", "awkward!\nthe duck didn't duck.", 'cat vs dog\ncat vs duck', 'Duck needs backup.....', 'I bet the duck is asking the cat to play duck duck goose', 'Attack speed 99% Damage 1%', 'sad duck'],
['super good', 'super ', 'Lovely', 'Very nice!!', 'the kid ', 'so cool ', 'wow', 'perfect ', 'Very good', 'Dam'],
['me and my other two sisters ', 'legends', '@ANIMELIFE_17 noi che proviamo a studiare', 'The last man is me before a test', 'metodo di studio.', 'Danger ', 'that looks familiar ', 'sense student ', 'che bel metodo di studio', 'the third one'],
['respect', 'bro is superman he has muscles boy', 'awesome job big bro...', 'awwwwww good boy', 'Tell me ur a good brother without telling me ur a good brother:', 'awww', 'Gwen....', 'Awwwwwww', 'the baby is still crying', 'why did that boy do that but'],
["it's the Italian whistling diesel but all he knows how to say is Lamborghini ", 'Desmonta um gol quadrado 98 quero ver', 'no tankei o: "Audi??!"', 'Now do Bugatti', 'bro gets paid to waste money', '"Audi"', 'Im to poor to watch this', 'Audi? Kkkkkkkkkkkkkk', 'bruh everything is un attached before he breakers them ', 'wawww things break when you use force to break them'],
['oly', '[wicked]', '[wicked]', '[wicked]', '[wicked]', 'everyone :[wicked]', 'jajaja la mujer ', '[wicked]', 'Mission Completed', '[wicked]'],
['en la autoescuela me ensearon embrague y despus freno ', 'WRONG! You to disengage the muffler bearings retractor first!...', 'Downshift to save brakes, brake, clutch, neutral (if not on incline)', 'Clutch, neutral and brake alone', 'Nope first is Gas then hand brake', 'Clutch- Neutral- Brake', 'Wrong 1-clutch 2- neutral and 3-stop pedal', "Clutch first is for inexperience drivers, brake first, you feel when it's time to do clutch.", 'I guess I instinctively do whatever the situation calls for', 'si vas con una marcha alta y haces eso el auto da tirones al bajar la velocidad'],
['My PlayStation is hacked and I see herobrine in my Minecraft', "that's not starter house, that's the normal house", 'bro studied Minecraft building in uni', 'Se no fosse minha preguia eu tentaria fazer', 'THANK YOU BRO I WAS ABOUT TO PLAY SOME MIENCRAFT', '10/10', '9.9', 'wow', 'Starter ', '9.5/10'],
['nice', 'Im sorry', 'All so top to', 'Hi yoy', 'He', 'beauty', 'damn girl', 'I dont think we have to do it anymore', 'Soooo funny', 'today you are the most beautiful'],
['May god bless the people ', 'waheguruji', 'yeh indian Punjab ha??', 'This is so sad when stock destruction works like this people dont even get a chance. God bless them all man. Amen.', 'waheguru waheguru', 'where it happened??', 'GOD BLESS EVERY ONE', 'agree with the caption', 'God clearing out all the gund.', 'Omg  USA'],
['wow', 'why are they all the same person but a different font ', 'UNDER', 'happy birthday!!!', 'every', 'spreen viendo esto ', 'Why does everyone have the same hair ', 'why they all look so sad-did they get kidnapped ', 'Rain ', 'oh '],
['Lol ', 'mi hermano tambien le tiene miedo a esas cosas', 'Hes shoes', 'Quin ms grit  ?', 'iba a gritar como gohan', 'me:such a nice tattoo-', 'Me asust ', '             ', 'my ng ny tm ng  hp qu ', 'nh lut bo tn ni s'],
['SHE IS SO PRETTYY', 'que que tens novia ', 'YO SE LA CUENTA DE ESA CHICA ME ENCANTA ME DA TANTA PAZ SABER QUE TODO LE SALE BIEN DE MANUALIDADES COMIDA ETC', 'more Russian signs!!!!', 'Como q girlfriend????', "It's So Unusual To Hear Both Native And Foreign Language In One Vid Yet It's Cool (I'm Russian)", 'I know russian', 'donde anda el jefe?', 'alguien se comi mi tortaaaaaaaaa', 'Thats awesome having someone who speaks the language. Amuses me that its pronounced stop too'],
['              ,    !!! ', ' ', '      ', '           ', '      18.  ...  -...', '   ', '  :', '  ,  ', '    ', '    ?'],
['I.think he should leave her ', 'Dude was not understanding the assignment and was too nice! She needs to go', 'Stop he was so kind ', 'I hope he finds better', 'She didnt gotta do the mans like that ', 'Tortas wilding', ' these are my favorite videos but its harsh sometimes', 'Nah thats crazy this men to nice', 'ouu', 'kno'],
['', '', '', '', '', '', '', '', '', ''],
["I don't know what you're saying but yes", 'the accent is pure asmr', "Don't understand but yea", 'idk what ur saying but i want that so bad', ',     !', '  ???', 'ty co to za jzyk bo go rozumiem ', "I don't know what language it is but I understood a lot. I am Polish", 'powiem tak zrozumiaam wicej ni na lekcji angielskiego przez 6 lat', ' ,'],
['and where is the entrance??', '10/10 wow respect perfect', 'Can u make a bigger modern house a 2 storey pls thank u sm ', '11/10', 'can you do a mansin ?', 'can you make Japanese modern house please', '10/10.', '3 ', 'Im really bad at inside decor, could you create some ideas? Love your buildings', '100/10'],
['me on exams', 'konya mn', 'Dark magic', 'Bro found the secret of the universe', ' ', 'bro created a world where he found the answer', 'bro nice magic', "bro has power's", 'pov:that me at the examens', 'nice magic'],
['awwwwww she is so cuteeeee', '', 'So cute', 'Awww', 'When the bunny cleans his face, its just so adorable!! ', 'so cute!! ()', 'so cute', 'awww', ' so cute', 'Awwwwwwww I cant'],
['        .', ' ', '   ,    .', '     -           ', '95     ', '', ' ,  ,(     ))', '', '       ', '           .'],
["Messi and Saudi League's agent", 'the power of Messi', 'messi can never disappoint ', 'Messi fan always be Messi fan ', 'Messi never fell down bro ', 'the Messi got me', 'Real messi ', "clear message how the world can't believe what Messi is capable of ", 'Messi has the sense of moving', "@diegoamericain344 haaland trying to kill Messi to take the balloon D'or "],
['Respect!', 'salute brother', 'its so sad', 'Ciara', 'he is perfect security ', 'oh my gosh ', 'bruh', 'Total respect', 'wow', 'the police man is respecting i can,t ...........so,,go,.........od'],
['So adorable', 'too cute', 'beautiful', 'precious', 'i see', 'Super cute', 'sweet', 'I want him! ', 'Cute', 'Adorable '],
['naaaawww', 'ello', 'bhaddie', 'js like the amount of likes u get on ur videos for playin a game . gtf', 'brb buying all those clothes', '', '', 'wild', ' ', 'she looks so good but theres some UPS AND DOWNS in life'],
['POV:EDERSON', 'South Africa ', 'Ali ko grmesin', 'what video name?', 'Bro raged ', 'so funny', 'bro didnt have it ', 'bro hat flashback', 'bro had enough', 'When u play against neymar'],
['The cat ', '@jack bro', '@Karl lol', 'chill cat approves of drake', 'aye', 'She is a drake fan duhhh', 'Just when I saw this video hotline bling turned on in the radio', '@Imann you', 'Adorable', '@ cats chill'],
['', '', '', '', '', '', '', '', '', ''],
[' ...     ,       ', '', 'ui', 'ho', '   !      .    ,  ', ' ?', 'klk', '', 'slt', ''],
['played GTA V to much ', "Bro's hair was too long ", 'maiky-1209', 'bro came for a wig', 'the skin.', 'Burgess', 'name de la cancion', "Qu'est ce qu'il fait l au fait ? ", 'Saitama en plus brillant', 'kkkkkk'],
['Your videos are amazing!', 'this is great', 'Oh sheet!', '', 'How do people find out they have this talent honestly lol', 'THIS ATE', 'Damn since when you up your budget ', '!YOU MADE MAMA ANGRY RUN!', 'love your vid how you do it?', 'dont run with scissors'],
['We did this in 2003', 'wow I need this', 'makes right now', 'Middle school was fun', "there so disseving there's a pencil in the senter with a rubber band", 'That the laws of physics', 'why are all the planes in the video different to what they show getting made?', 'imbued with haki,nen or chakra ', 'Fruit and balloon I can see that but there aint no way its going into a metal door good try', 'Wow I cant wait to impress my friend thanks i never had made this by my self'],
['the laugh on his face', 'Rich to poor', 'He has socks on', "that why don't wear shoes in houses", '@tyroneomarjamal nah', 'his father : omae wa mo shidiru', 'Not the food  @Lizzyy', 'Noooooooooooo!!!', 'And that why u dont play with ur food', 'Bro became John cena'],
['I WOKE UP IN A NEW BUGATTI', 'Get get', 'wow', 'HI', 'cute', 'So cute ', 'Hello', 'Chair', 'Cat', ' the music'],
['       ', '    ', '   ', '   ', '?  ?', '  ', '...', 'Con mnh dng PediaSure hiu qu tht  cc m', ' ', ''],
['Shes acting just like me', 'break my heart oh no she didnt', '@mss___diaz Tartib yqei', "je ne m'y attendais pas pour la fin wallah", 'Me in the gym ', 'moi aussi je sui comme ca', 'je suis pas tout seul ', '@ what going on ', '@L I Y A  strees membe ', 'the struggle is real.'],
["I still don't understand why people tie their shoes like thag", 'Does anyone actually do these lace ideas', 'Nah, ima do my own thing', 'Black socks w that is criminal', 'bout to do that to all my shoes', 'wow.. I like it .', 'this is not bad', 'bro got my house in his hand', 'Nah imma do my own thing', '"Nah, I\'ma do my own thing" '],
['Why does this have 3 million likes bros', "it's not dangerous??", 'imagine waiting for your bag and you see this ', 'Social anxiety fears her', 'my social anxiety would never- ', 'No I could never in a billion years ', 'The people in the background be like:', 'the people:', 'everyone:', "they don't look impressed "],
['wow', 'Lol!!!', 'life is not unfair ', 'hehe ', 'dance?', '#foryou#luxury#fashion', 'blud got into the Olympics', 'Couldwon headstand', 'ya sabe brake dance', 'thats me'],
['i plssssss', 'pls H plsss!', 'Awww thats me', 'can you J please', 'Thats a literally me my name is Maeson', 'uno de F', 'money', 'MAYRA nOOOOOOO', 'Kpls', 'h pliis'],
["You mean Feathered Dragon!? I run like that everytime I'm around chickens  Little legs and all!", 'What is you ?', 'he is smart', 'Run Babe Run ', 'Im in love look how small he was !!!', 'dinosaurs are scary', 'ahh too cute  ', 'Adorable ', '. farm boy... great', 'I feel the same '],
['Just buy a phone case. ', 'I thought she was going to break the phone', 'That stuff is more expensive than the actual iPhone itself. If h have that much money just get a new one(joke)', 'wow', 'Hahahahahauua so funny I love this iPhone!!!you should sell it and I will buy it!', "bro thinks I'm the factory\njust buy a $4 case", "I tried it..and amazing!!! I'm so obsessed!!", 'part 2?', 'wow', '@prezes a to wszystko w tylko 5 min'],
['do a drive clip', '@veloman_094 seniniki daha qsydi', 'It looks real', 'can you drive it?', 'Okay legit i would drive this to work and be happy', 'my summer car real life', 'Minecraft car', 'nicest car in West bosnia', 'Song Name?', 'do a tokyo drift'],
['love this', 'ok good', 'low', 'Super', 'HI', 'interesting!', ' good', '\nwow', 'Fun', 'paper'],
['Bruno mars', 'I win every time...I play rock, it never plays paper!', 'all 200 comments having the same idea that the paper came out after but im still gg to right the commnet about it', 'It always wins', 'bruhhh', 'Th rock will always lose', 'I did he even try rock', 'genius ', '@I.LOVE..BOOKS. ambitnie', 'Ale wtedy kamie mu wyskoczy(XD)'],
['She had me at madagascar 2 ', 'I cant stop laughing ', 'Zambolian food hits different', 'The wakanda one killed me ', 'Jamaica, Trinidad, Barbados, Haiti and Guyana.', 'Madagascar!?! and then she drops the Madagascar 2? How did he keep a straight face FR?', 'Where are you from?', 'do i get 100k dollars', 'South Africa\nZimbabwe\nKhenya\nCongo\nGhana\nNigeria\nThe List Goes On.', 'The guy asks people different questions and then stitches them together like he probably ask them movie titles'],
['That helps me so much', 'After having the most stressful day and nearly breaking down that hit hard, thanks', 'Thanks brother..really need this', 'Thx man I neet it', 'lemme save it frfr', 'Thank you I listen to this everyday', 'i hear brainstorm', 'love yah brother, thank you.', 'thanks bud', 'Thank you'],
['I cant tell if thats real', '@Shaq0w LOOKKKKKK', 'meep', '@mwatapuu lookkkk', 'haha cutie', 'ohso cute', 'AAAWWWWWWE', '@Lynnipooh LOOK AT HIM', 'q fofo', 'Cutie patootie '],
['rt xinh', 'cute', 'c t', 'cute qu ', 'visit', 'E ang n Cm', 'cute z', 'c anh bn ng ng tn bt go gh', '@Thnh ko ', 'c lun'],
['I relate to this beyond matters man', 'very good', 'ty for telling the truth', 'cup', 'Thats the old clock lol', 'Got the last?', 'Imagine tape', 'bruh imagnw', 'Hi', 'Ha ha ha, laughing me to death.'],
['kkkk', ' ', 'kkkkk nossa', '  ', '', 'kkkk', 'kkkkk', 'Amm que Deus te abenoe', 'quase em', 'erouuuuu'],
[' ', '   ', '', '     ', '       "" ', '      ', '  2015  3  ...', 'very good', '   ', '    '],
